DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2022-10-18,Philadelphia 76ers,117,Boston Celtics,126
2022-10-18,Los Angeles Lakers,109,Golden State Warriors,123
2022-10-19,Orlando Magic,109,Detroit Pistons,113
2022-10-19,Washington Wizards,114,Indiana Pacers,107
2022-10-19,Houston Rockets,107,Atlanta Hawks,117
2022-10-19,New Orleans Pelicans,130,Brooklyn Nets,108
2022-10-19,New York Knicks,112,Memphis Grizzlies,115
2022-10-19,Chicago Bulls,116,Miami Heat,108
2022-10-19,Cleveland Cavaliers,105,Toronto Raptors,108
2022-10-19,Oklahoma City Thunder,108,Minnesota Timberwolves,115
2022-10-19,Charlotte Hornets,129,San Antonio Spurs,102
2022-10-19,Denver Nuggets,102,Utah Jazz,123
2022-10-19,Dallas Mavericks,105,Phoenix Suns,107
2022-10-19,Portland Trail Blazers,115,Sacramento Kings,108
2022-10-20,Milwaukee Bucks,90,Philadelphia 76ers,88
2022-10-20,Los Angeles Clippers,103,Los Angeles Lakers,97
2022-10-21,New Orleans Pelicans,124,Charlotte Hornets,112
2022-10-21,San Antonio Spurs,137,Indiana Pacers,134
2022-10-21,Chicago Bulls,100,Washington Wizards,102
2022-10-21,Orlando Magic,98,Atlanta Hawks,108
2022-10-21,Toronto Raptors,105,Brooklyn Nets,109
2022-10-21,Boston Celtics,111,Miami Heat,104
2022-10-21,Detroit Pistons,106,New York Knicks,130
2022-10-21,Memphis Grizzlies,129,Houston Rockets,122
2022-10-21,Utah Jazz,132,Minnesota Timberwolves,126
2022-10-21,Denver Nuggets,128,Golden State Warriors,123
2022-10-21,Phoenix Suns,111,Portland Trail Blazers,113
2022-10-22,San Antonio Spurs,114,Philadelphia 76ers,105
2022-10-22,Detroit Pistons,115,Indiana Pacers,124
2022-10-22,Boston Celtics,126,Orlando Magic,120
2022-10-22,Cleveland Cavaliers,128,Chicago Bulls,96
2022-10-22,Toronto Raptors,109,Miami Heat,112
2022-10-22,Houston Rockets,105,Milwaukee Bucks,125
2022-10-22,Memphis Grizzlies,96,Dallas Mavericks,137
2022-10-22,Oklahoma City Thunder,117,Denver Nuggets,122
2022-10-22,Los Angeles Clippers,111,Sacramento Kings,109
2022-10-23,Portland Trail Blazers,106,Los Angeles Lakers,104
2022-10-23,Charlotte Hornets,126,Atlanta Hawks,109
2022-10-23,Washington Wizards,107,Cleveland Cavaliers,117
2022-10-23,Utah Jazz,122,New Orleans Pelicans,121
2022-10-23,Minnesota Timberwolves,116,Oklahoma City Thunder,106
2022-10-23,Sacramento Kings,125,Golden State Warriors,130
2022-10-23,Phoenix Suns,112,Los Angeles Clippers,95
2022-10-24,Indiana Pacers,106,Philadelphia 76ers,120
2022-10-24,Toronto Raptors,98,Miami Heat,90
2022-10-24,Orlando Magic,102,New York Knicks,115
2022-10-24,Boston Celtics,102,Chicago Bulls,120
2022-10-24,Utah Jazz,108,Houston Rockets,114
2022-10-24,Brooklyn Nets,124,Memphis Grizzlies,134
2022-10-24,San Antonio Spurs,115,Minnesota Timberwolves,106
2022-10-24,Denver Nuggets,110,Portland Trail Blazers,135
2022-10-25,Detroit Pistons,99,Washington Wizards,120
2022-10-25,Dallas Mavericks,111,New Orleans Pelicans,113
2022-10-25,Los Angeles Clippers,94,Oklahoma City Thunder,108
2022-10-25,Golden State Warriors,105,Phoenix Suns,134
2022-10-26,Orlando Magic,92,Cleveland Cavaliers,103
2022-10-26,Atlanta Hawks,118,Detroit Pistons,113
2022-10-26,Brooklyn Nets,99,Milwaukee Bucks,110
2022-10-26,Charlotte Hornets,131,New York Knicks,134
2022-10-26,Philadelphia 76ers,109,Toronto Raptors,119
2022-10-26,Indiana Pacers,109,Chicago Bulls,124
2022-10-26,San Antonio Spurs,122,Minnesota Timberwolves,134
2022-10-26,Houston Rockets,101,Utah Jazz,109
2022-10-26,Los Angeles Lakers,99,Denver Nuggets,110
2022-10-26,Miami Heat,119,Portland Trail Blazers,98
2022-10-27,Dallas Mavericks,129,Brooklyn Nets,125
2022-10-27,Los Angeles Clippers,110,Oklahoma City Thunder,118
2022-10-27,Miami Heat,110,Golden State Warriors,123
2022-10-27,Memphis Grizzlies,125,Sacramento Kings,110
2022-10-28,Atlanta Hawks,136,Detroit Pistons,112
2022-10-28,Charlotte Hornets,93,Orlando Magic,113
2022-10-28,Cleveland Cavaliers,132,Boston Celtics,123
2022-10-28,Philadelphia 76ers,112,Toronto Raptors,90
2022-10-28,Indiana Pacers,127,Washington Wizards,117
2022-10-28,New York Knicks,108,Milwaukee Bucks,119
2022-10-28,Los Angeles Lakers,102,Minnesota Timberwolves,111
2022-10-28,Chicago Bulls,124,San Antonio Spurs,129
2022-10-28,Utah Jazz,101,Denver Nuggets,117
2022-10-28,New Orleans Pelicans,111,Phoenix Suns,124
2022-10-28,Houston Rockets,111,Portland Trail Blazers,125
2022-10-29,Miami Heat,113,Sacramento Kings,119
2022-10-29,Golden State Warriors,113,Charlotte Hornets,120
2022-10-29,Indiana Pacers,125,Brooklyn Nets,116
2022-10-29,Philadelphia 76ers,114,Chicago Bulls,109
2022-10-29,Atlanta Hawks,115,Milwaukee Bucks,123
2022-10-29,Oklahoma City Thunder,117,Dallas Mavericks,111
2022-10-29,Memphis Grizzlies,123,Utah Jazz,124
2022-10-30,New Orleans Pelicans,112,Los Angeles Clippers,91
2022-10-30,Washington Wizards,94,Boston Celtics,112
2022-10-30,New York Knicks,108,Cleveland Cavaliers,121
2022-10-30,Golden State Warriors,114,Detroit Pistons,128
2022-10-30,Minnesota Timberwolves,98,San Antonio Spurs,107
2022-10-30,Orlando Magic,105,Dallas Mavericks,114
2022-10-30,Houston Rockets,109,Phoenix Suns,124
2022-10-30,Denver Nuggets,110,Los Angeles Lakers,121
2022-10-31,Sacramento Kings,115,Charlotte Hornets,108
2022-10-31,Philadelphia 76ers,118,Washington Wizards,111
2022-10-31,Indiana Pacers,109,Brooklyn Nets,116
2022-10-31,Atlanta Hawks,109,Toronto Raptors,139
2022-10-31,Detroit Pistons,108,Milwaukee Bucks,110
2022-10-31,Memphis Grizzlies,105,Utah Jazz,121
2022-10-31,Houston Rockets,93,Los Angeles Clippers,95
2022-11-01,Chicago Bulls,108,Brooklyn Nets,99
2022-11-01,Golden State Warriors,109,Miami Heat,116
2022-11-01,Orlando Magic,108,Oklahoma City Thunder,116
2022-11-01,Minnesota Timberwolves,107,Phoenix Suns,116
2022-11-02,Washington Wizards,121,Philadelphia 76ers,111
2022-11-02,Boston Celtics,113,Cleveland Cavaliers,114
2022-11-02,Sacramento Kings,107,Miami Heat,110
2022-11-02,Atlanta Hawks,112,New York Knicks,99
2022-11-02,Charlotte Hornets,88,Chicago Bulls,106
2022-11-02,Los Angeles Clippers,109,Houston Rockets,101
2022-11-02,Detroit Pistons,91,Milwaukee Bucks,116
2022-11-02,Toronto Raptors,143,San Antonio Spurs,100
2022-11-02,Utah Jazz,100,Dallas Mavericks,103
2022-11-02,Memphis Grizzlies,111,Portland Trail Blazers,106
2022-11-02,New Orleans Pelicans,117,Los Angeles Lakers,120
2022-11-03,Golden State Warriors,129,Orlando Magic,130
2022-11-03,Denver Nuggets,122,Oklahoma City Thunder,110
2022-11-04,Cleveland Cavaliers,112,Detroit Pistons,88
2022-11-04,Miami Heat,99,Indiana Pacers,101
2022-11-04,New York Knicks,106,Philadelphia 76ers,104
2022-11-04,Brooklyn Nets,128,Washington Wizards,86
2022-11-04,Chicago Bulls,119,Boston Celtics,123
2022-11-04,Charlotte Hornets,99,Memphis Grizzlies,130
2022-11-04,Los Angeles Clippers,113,San Antonio Spurs,106
2022-11-04,Toronto Raptors,110,Dallas Mavericks,111
2022-11-04,Golden State Warriors,105,New Orleans Pelicans,114
2022-11-04,Milwaukee Bucks,115,Minnesota Timberwolves,102
2022-11-04,Portland Trail Blazers,108,Phoenix Suns,106
2022-11-04,Utah Jazz,130,Los Angeles Lakers,116
2022-11-05,Sacramento Kings,126,Orlando Magic,123
2022-11-05,Brooklyn Nets,98,Charlotte Hornets,94
2022-11-05,New Orleans Pelicans,121,Atlanta Hawks,124
2022-11-05,Boston Celtics,133,New York Knicks,118
2022-11-05,Oklahoma City Thunder,94,Milwaukee Bucks,108
2022-11-05,Houston Rockets,117,Minnesota Timberwolves,129
2022-11-05,San Antonio Spurs,101,Denver Nuggets,126
2022-11-05,Portland Trail Blazers,82,Phoenix Suns,102
2022-11-06,Cleveland Cavaliers,114,Los Angeles Lakers,100
2022-11-06,Washington Wizards,97,Memphis Grizzlies,103
2022-11-06,Chicago Bulls,104,Toronto Raptors,113
2022-11-06,Utah Jazz,110,Los Angeles Clippers,102
2022-11-07,Washington Wizards,108,Charlotte Hornets,100
2022-11-07,Houston Rockets,134,Orlando Magic,127
2022-11-07,Oklahoma City Thunder,103,Detroit Pistons,112
2022-11-07,New Orleans Pelicans,122,Indiana Pacers,129
2022-11-07,Phoenix Suns,88,Philadelphia 76ers,100
2022-11-07,Milwaukee Bucks,98,Atlanta Hawks,117
2022-11-07,Portland Trail Blazers,110,Miami Heat,107
2022-11-07,Toronto Raptors,97,Chicago Bulls,111
2022-11-07,Boston Celtics,109,Memphis Grizzlies,106
2022-11-07,New York Knicks,120,Minnesota Timberwolves,107
2022-11-07,Denver Nuggets,115,San Antonio Spurs,109
2022-11-07,Brooklyn Nets,94,Dallas Mavericks,96
2022-11-07,Sacramento Kings,113,Golden State Warriors,116
2022-11-07,Los Angeles Lakers,116,Utah Jazz,139
2022-11-07,Cleveland Cavaliers,117,Los Angeles Clippers,119
2022-11-09,Dallas Mavericks,87,Orlando Magic,94
2022-11-09,Portland Trail Blazers,105,Charlotte Hornets,95
2022-11-09,Denver Nuggets,122,Indiana Pacers,119
2022-11-09,Utah Jazz,125,Atlanta Hawks,119
2022-11-09,Detroit Pistons,112,Boston Celtics,128
2022-11-09,New York Knicks,85,Brooklyn Nets,112
2022-11-09,Houston Rockets,109,Toronto Raptors,116
2022-11-09,New Orleans Pelicans,115,Chicago Bulls,111
2022-11-09,Phoenix Suns,129,Minnesota Timberwolves,117
2022-11-09,Milwaukee Bucks,136,Oklahoma City Thunder,132
2022-11-09,Memphis Grizzlies,124,San Antonio Spurs,122
2022-11-09,Los Angeles Lakers,101,Los Angeles Clippers,114
2022-11-09,Cleveland Cavaliers,120,Sacramento Kings,127
2022-11-10,Dallas Mavericks,105,Washington Wizards,113
2022-11-10,Philadelphia 76ers,95,Atlanta Hawks,104
2022-11-10,Charlotte Hornets,112,Miami Heat,117
2022-11-10,Portland Trail Blazers,106,New Orleans Pelicans,95
2022-11-11,Denver Nuggets,112,Boston Celtics,131
2022-11-11,Phoenix Suns,97,Orlando Magic,114
2022-11-11,Detroit Pistons,112,New York Knicks,121
2022-11-11,Toronto Raptors,113,Oklahoma City Thunder,132
2022-11-11,Milwaukee Bucks,93,San Antonio Spurs,111
2022-11-11,Minnesota Timberwolves,103,Memphis Grizzlies,114
2022-11-11,Cleveland Cavaliers,101,Golden State Warriors,106
2022-11-11,Sacramento Kings,120,Los Angeles Lakers,114
2022-11-12,Brooklyn Nets,110,Los Angeles Clippers,95
2022-11-12,Utah Jazz,112,Washington Wizards,121
2022-11-12,Boston Celtics,117,Detroit Pistons,108
2022-11-12,Toronto Raptors,104,Indiana Pacers,118
2022-11-12,Atlanta Hawks,109,Philadelphia 76ers,121
2022-11-12,Charlotte Hornets,115,Miami Heat,132
2022-11-12,Portland Trail Blazers,112,Dallas Mavericks,117
2022-11-12,Houston Rockets,106,New Orleans Pelicans,119
2022-11-13,Oklahoma City Thunder,145,New York Knicks,135
2022-11-13,Minnesota Timberwolves,129,Cleveland Cavaliers,124
2022-11-13,Memphis Grizzlies,92,Washington Wizards,102
2022-11-13,Utah Jazz,98,Philadelphia 76ers,105
2022-11-13,Denver Nuggets,126,Chicago Bulls,103
2022-11-13,Golden State Warriors,115,Sacramento Kings,122
2022-11-13,Brooklyn Nets,103,Los Angeles Lakers,116
2022-11-14,Toronto Raptors,115,Detroit Pistons,111
2022-11-14,Charlotte Hornets,112,Orlando Magic,105
2022-11-14,Oklahoma City Thunder,122,Boston Celtics,126
2022-11-14,Phoenix Suns,112,Miami Heat,113
2022-11-14,Los Angeles Clippers,122,Houston Rockets,106
2022-11-14,Atlanta Hawks,121,Milwaukee Bucks,106
2022-11-14,San Antonio Spurs,95,Golden State Warriors,132
2022-11-15,Memphis Grizzlies,102,New Orleans Pelicans,113
2022-11-15,Los Angeles Clippers,101,Dallas Mavericks,103
2022-11-15,New York Knicks,118,Utah Jazz,111
2022-11-15,San Antonio Spurs,110,Portland Trail Blazers,117
2022-11-15,Brooklyn Nets,121,Sacramento Kings,153
2022-11-16,Indiana Pacers,125,Charlotte Hornets,113
2022-11-16,Minnesota Timberwolves,126,Orlando Magic,108
2022-11-16,Oklahoma City Thunder,121,Washington Wizards,120
2022-11-16,Boston Celtics,126,Atlanta Hawks,101
2022-11-16,Miami Heat,104,Toronto Raptors,112
2022-11-16,Cleveland Cavaliers,98,Milwaukee Bucks,113
2022-11-16,Chicago Bulls,110,New Orleans Pelicans,124
2022-11-16,Houston Rockets,101,Dallas Mavericks,92
2022-11-16,New York Knicks,106,Denver Nuggets,103
2022-11-16,Golden State Warriors,119,Phoenix Suns,130
2022-11-17,Brooklyn Nets,109,Portland Trail Blazers,107
2022-11-17,San Antonio Spurs,112,Sacramento Kings,130
2022-11-17,Detroit Pistons,91,Los Angeles Clippers,96
2022-11-18,Miami Heat,106,Washington Wizards,107
2022-11-18,Charlotte Hornets,122,Cleveland Cavaliers,132
2022-11-18,Milwaukee Bucks,102,Philadelphia 76ers,110
2022-11-18,Orlando Magic,108,Chicago Bulls,107
2022-11-18,Indiana Pacers,99,Houston Rockets,91
2022-11-18,Oklahoma City Thunder,110,Memphis Grizzlies,121
2022-11-18,Denver Nuggets,99,Dallas Mavericks,127
2022-11-18,Boston Celtics,117,New Orleans Pelicans,109
2022-11-18,Phoenix Suns,133,Utah Jazz,134
2022-11-18,New York Knicks,101,Golden State Warriors,111
2022-11-18,Detroit Pistons,121,Los Angeles Lakers,128
2022-11-19,Toronto Raptors,122,Atlanta Hawks,124
2022-11-19,Orlando Magic,113,Indiana Pacers,114
2022-11-19,Minnesota Timberwolves,112,Philadelphia 76ers,109
2022-11-19,Utah Jazz,118,Portland Trail Blazers,113
2022-11-19,San Antonio Spurs,97,Los Angeles Clippers,119
2022-11-20,New York Knicks,95,Phoenix Suns,116
2022-11-20,Detroit Pistons,129,Sacramento Kings,137
2022-11-20,Charlotte Hornets,102,Washington Wizards,106
2022-11-20,Memphis Grizzlies,115,Brooklyn Nets,127
2022-11-20,Miami Heat,87,Cleveland Cavaliers,113
2022-11-20,Golden State Warriors,127,Houston Rockets,120
2022-11-20,Denver Nuggets,98,Dallas Mavericks,97
2022-11-20,San Antonio Spurs,92,Los Angeles Lakers,123
2022-11-21,Atlanta Hawks,102,Cleveland Cavaliers,114
2022-11-21,Orlando Magic,102,Indiana Pacers,123
2022-11-21,Boston Celtics,107,Chicago Bulls,121
2022-11-21,Portland Trail Blazers,111,Milwaukee Bucks,119
2022-11-21,Miami Heat,101,Minnesota Timberwolves,105
2022-11-21,Golden State Warriors,83,New Orleans Pelicans,128
2022-11-21,New York Knicks,129,Oklahoma City Thunder,119
2022-11-21,Utah Jazz,114,Los Angeles Clippers,121
2022-11-22,Brooklyn Nets,106,Philadelphia 76ers,115
2022-11-22,Sacramento Kings,113,Memphis Grizzlies,109
2022-11-22,Detroit Pistons,110,Denver Nuggets,108
2022-11-22,Los Angeles Lakers,105,Phoenix Suns,115
2022-11-23,Philadelphia 76ers,101,Charlotte Hornets,107
2022-11-23,Portland Trail Blazers,96,Cleveland Cavaliers,114
2022-11-23,Minnesota Timberwolves,115,Indiana Pacers,101
2022-11-23,Sacramento Kings,106,Atlanta Hawks,115
2022-11-23,Dallas Mavericks,112,Boston Celtics,125
2022-11-23,Washington Wizards,105,Miami Heat,113
2022-11-23,Brooklyn Nets,112,Toronto Raptors,98
2022-11-23,Chicago Bulls,118,Milwaukee Bucks,113
2022-11-23,Denver Nuggets,131,Oklahoma City Thunder,126
2022-11-23,New Orleans Pelicans,129,San Antonio Spurs,110
2022-11-23,Detroit Pistons,125,Utah Jazz,116
2022-11-23,Los Angeles Clippers,107,Golden State Warriors,124
2022-11-25,Minnesota Timberwolves,108,Charlotte Hornets,110
2022-11-25,Philadelphia 76ers,107,Orlando Magic,99
2022-11-25,Portland Trail Blazers,132,New York Knicks,129
2022-11-25,Sacramento Kings,104,Boston Celtics,122
2022-11-25,Atlanta Hawks,122,Houston Rockets,128
2022-11-25,Brooklyn Nets,117,Indiana Pacers,128
2022-11-25,New Orleans Pelicans,111,Memphis Grizzlies,132
2022-11-25,Washington Wizards,107,Miami Heat,110
2022-11-25,Cleveland Cavaliers,102,Milwaukee Bucks,117
2022-11-25,Chicago Bulls,119,Oklahoma City Thunder,123
2022-11-25,Los Angeles Lakers,105,San Antonio Spurs,94
2022-11-25,Detroit Pistons,102,Phoenix Suns,108
2022-11-25,Utah Jazz,118,Golden State Warriors,129
2022-11-25,Denver Nuggets,114,Los Angeles Clippers,104
2022-11-26,Dallas Mavericks,100,Toronto Raptors,105
2022-11-26,Oklahoma City Thunder,105,Houston Rockets,118
2022-11-26,Los Angeles Lakers,143,San Antonio Spurs,138
2022-11-26,Utah Jazz,112,Phoenix Suns,113
2022-11-27,Portland Trail Blazers,97,Brooklyn Nets,111
2022-11-27,Golden State Warriors,137,Minnesota Timberwolves,114
2022-11-27,Indiana Pacers,100,Los Angeles Clippers,114
2022-11-27,Miami Heat,106,Atlanta Hawks,98
2022-11-27,Washington Wizards,121,Boston Celtics,130
2022-11-27,Cleveland Cavaliers,102,Detroit Pistons,94
2022-11-27,Memphis Grizzlies,127,New York Knicks,123
2022-11-27,Philadelphia 76ers,133,Orlando Magic,103
2022-11-27,Dallas Mavericks,115,Milwaukee Bucks,124
2022-11-28,Atlanta Hawks,101,Philadelphia 76ers,104
2022-11-28,Minnesota Timberwolves,127,Washington Wizards,142
2022-11-28,Charlotte Hornets,105,Boston Celtics,140
2022-11-28,Orlando Magic,102,Brooklyn Nets,109
2022-11-28,Cleveland Cavaliers,88,Toronto Raptors,100
2022-11-28,Oklahoma City Thunder,101,New Orleans Pelicans,105
2022-11-28,Houston Rockets,113,Denver Nuggets,129
2022-11-28,Chicago Bulls,114,Utah Jazz,107
2022-11-28,Phoenix Suns,122,Sacramento Kings,117
2022-11-28,Indiana Pacers,116,Los Angeles Lakers,115
2022-11-29,New York Knicks,140,Detroit Pistons,110
2022-11-29,Golden State Warriors,113,Dallas Mavericks,116
2022-11-29,Los Angeles Clippers,118,Portland Trail Blazers,112
2022-11-30,Philadelphia 76ers,85,Cleveland Cavaliers,113
2022-11-30,Atlanta Hawks,125,Orlando Magic,108
2022-11-30,Miami Heat,121,Boston Celtics,134
2022-11-30,Washington Wizards,107,Brooklyn Nets,113
2022-11-30,Milwaukee Bucks,109,New York Knicks,103
2022-11-30,Memphis Grizzlies,101,Minnesota Timberwolves,109
2022-11-30,Toronto Raptors,108,New Orleans Pelicans,126
2022-11-30,San Antonio Spurs,111,Oklahoma City Thunder,119
2022-11-30,Houston Rockets,100,Denver Nuggets,120
2022-11-30,Chicago Bulls,113,Phoenix Suns,132
2022-11-30,Los Angeles Clippers,112,Utah Jazz,125
2022-11-30,Indiana Pacers,114,Sacramento Kings,137
2022-11-30,Portland Trail Blazers,109,Los Angeles Lakers,128
2022-12-01,Dallas Mavericks,125,Detroit Pistons,131
2022-12-02,Washington Wizards,116,Charlotte Hornets,117
2022-12-02,Denver Nuggets,109,Atlanta Hawks,117
2022-12-02,Miami Heat,120,Boston Celtics,116
2022-12-02,Toronto Raptors,105,Brooklyn Nets,114
2022-12-02,Orlando Magic,96,Cleveland Cavaliers,107
2022-12-02,Los Angeles Lakers,133,Milwaukee Bucks,129
2022-12-02,Philadelphia 76ers,109,Memphis Grizzlies,117
2022-12-02,New Orleans Pelicans,117,San Antonio Spurs,99
2022-12-02,Houston Rockets,122,Phoenix Suns,121
2022-12-02,Indiana Pacers,119,Utah Jazz,139
2022-12-02,Chicago Bulls,111,Golden State Warriors,119
2022-12-03,Dallas Mavericks,121,New York Knicks,100
2022-12-03,Sacramento Kings,123,Los Angeles Clippers,96
2022-12-03,Milwaukee Bucks,105,Charlotte Hornets,96
2022-12-03,Oklahoma City Thunder,135,Minnesota Timberwolves,128
2022-12-03,Orlando Magic,108,Toronto Raptors,121
2022-12-03,Houston Rockets,101,Golden State Warriors,120
2022-12-03,Portland Trail Blazers,116,Utah Jazz,111
2022-12-04,Denver Nuggets,106,New Orleans Pelicans,121
2022-12-04,Phoenix Suns,133,San Antonio Spurs,95
2022-12-04,Boston Celtics,103,Brooklyn Nets,92
2022-12-04,Memphis Grizzlies,122,Detroit Pistons,112
2022-12-04,Cleveland Cavaliers,81,New York Knicks,92
2022-12-04,Chicago Bulls,101,Sacramento Kings,110
2022-12-04,Los Angeles Lakers,130,Washington Wizards,119
2022-12-04,Indiana Pacers,100,Portland Trail Blazers,116
2022-12-05,Los Angeles Clippers,119,Charlotte Hornets,117
2022-12-05,Milwaukee Bucks,109,Orlando Magic,102
2022-12-05,Oklahoma City Thunder,121,Atlanta Hawks,114
2022-12-05,Boston Celtics,116,Toronto Raptors,110
2022-12-05,Philadelphia 76ers,123,Houston Rockets,132
2022-12-05,Miami Heat,93,Memphis Grizzlies,101
2022-12-05,Phoenix Suns,111,Dallas Mavericks,130
2022-12-05,Indiana Pacers,112,Golden State Warriors,104
2022-12-06,Los Angeles Lakers,102,Cleveland Cavaliers,116
2022-12-06,Detroit Pistons,116,Miami Heat,96
2022-12-06,Dallas Mavericks,116,Denver Nuggets,115
2022-12-07,Los Angeles Clippers,111,Orlando Magic,116
2022-12-07,Charlotte Hornets,116,Brooklyn Nets,122
2022-12-07,Atlanta Hawks,89,New York Knicks,113
2022-12-07,Los Angeles Lakers,113,Toronto Raptors,126
2022-12-07,Washington Wizards,111,Chicago Bulls,115
2022-12-07,Oklahoma City Thunder,102,Memphis Grizzlies,123
2022-12-07,Sacramento Kings,113,Milwaukee Bucks,126
2022-12-07,Indiana Pacers,115,Minnesota Timberwolves,121
2022-12-07,Detroit Pistons,98,New Orleans Pelicans,104
2022-12-07,Golden State Warriors,123,Utah Jazz,124
2022-12-07,Boston Celtics,125,Phoenix Suns,98
2022-12-08,Los Angeles Clippers,110,Miami Heat,115
2022-12-08,Houston Rockets,109,San Antonio Spurs,118
2022-12-08,Denver Nuggets,121,Portland Trail Blazers,120
2022-12-09,New York Knicks,121,Charlotte Hornets,102
2022-12-09,Washington Wizards,111,Indiana Pacers,121
2022-12-09,Toronto Raptors,109,Orlando Magic,113
2022-12-09,Atlanta Hawks,116,Brooklyn Nets,120
2022-12-09,Sacramento Kings,106,Cleveland Cavaliers,95
2022-12-09,Los Angeles Lakers,122,Philadelphia 76ers,133
2022-12-09,Detroit Pistons,103,Memphis Grizzlies,114
2022-12-09,Phoenix Suns,117,New Orleans Pelicans,128
2022-12-09,Minnesota Timberwolves,118,Utah Jazz,108
2022-12-09,Milwaukee Bucks,106,Dallas Mavericks,105
2022-12-10,San Antonio Spurs,115,Miami Heat,111
2022-12-10,Brooklyn Nets,136,Indiana Pacers,133
2022-12-10,Los Angeles Clippers,114,Washington Wizards,107
2022-12-10,Oklahoma City Thunder,102,Cleveland Cavaliers,110
2022-12-10,Dallas Mavericks,115,Chicago Bulls,144
2022-12-10,Boston Celtics,107,Golden State Warriors,123
2022-12-10,Utah Jazz,110,Denver Nuggets,115
2022-12-10,Minnesota Timberwolves,118,Portland Trail Blazers,124
2022-12-11,Phoenix Suns,124,New Orleans Pelicans,129
2022-12-11,Los Angeles Lakers,124,Detroit Pistons,117
2022-12-11,Sacramento Kings,99,New York Knicks,112
2022-12-11,Toronto Raptors,99,Orlando Magic,111
2022-12-11,Charlotte Hornets,113,Philadelphia 76ers,131
2022-12-11,Chicago Bulls,122,Atlanta Hawks,123
2022-12-11,Milwaukee Bucks,92,Houston Rockets,97
2022-12-12,Miami Heat,87,Indiana Pacers,82
2022-12-12,Brooklyn Nets,112,Washington Wizards,100
2022-12-12,Atlanta Hawks,103,Memphis Grizzlies,128
2022-12-12,Oklahoma City Thunder,114,Dallas Mavericks,121
2022-12-12,Cleveland Cavaliers,111,San Antonio Spurs,112
2022-12-12,Minnesota Timberwolves,112,Portland Trail Blazers,133
2022-12-12,Boston Celtics,93,Los Angeles Clippers,113
2022-12-13,Sacramento Kings,103,Philadelphia 76ers,123
2022-12-13,Golden State Warriors,111,Milwaukee Bucks,128
2022-12-13,Phoenix Suns,97,Houston Rockets,111
2022-12-13,New Orleans Pelicans,100,Utah Jazz,121
2022-12-13,Boston Celtics,122,Los Angeles Lakers,118
2022-12-14,Detroit Pistons,141,Charlotte Hornets,134
2022-12-14,Golden State Warriors,119,Indiana Pacers,125
2022-12-14,Atlanta Hawks,124,Orlando Magic,135
2022-12-14,New York Knicks,128,Chicago Bulls,120
2022-12-14,Sacramento Kings,124,Toronto Raptors,123
2022-12-14,Miami Heat,110,Oklahoma City Thunder,108
2022-12-14,Portland Trail Blazers,128,San Antonio Spurs,112
2022-12-14,Cleveland Cavaliers,105,Dallas Mavericks,90
2022-12-14,Washington Wizards,128,Denver Nuggets,141
2022-12-14,Minnesota Timberwolves,88,Los Angeles Clippers,99
2022-12-15,Miami Heat,111,Houston Rockets,108
2022-12-15,Milwaukee Bucks,101,Memphis Grizzlies,142
2022-12-15,New Orleans Pelicans,129,Utah Jazz,132
2022-12-15,Phoenix Suns,111,Los Angeles Clippers,95
2022-12-16,Atlanta Hawks,125,Charlotte Hornets,106
2022-12-16,Sacramento Kings,122,Detroit Pistons,113
2022-12-16,Orlando Magic,117,Boston Celtics,109
2022-12-16,Indiana Pacers,112,Cleveland Cavaliers,118
2022-12-16,Golden State Warriors,106,Philadelphia 76ers,118
2022-12-16,Brooklyn Nets,119,Toronto Raptors,116
2022-12-16,New York Knicks,114,Chicago Bulls,91
2022-12-16,Minnesota Timberwolves,112,Oklahoma City Thunder,110
2022-12-16,Portland Trail Blazers,110,Dallas Mavericks,130
2022-12-16,Denver Nuggets,108,Los Angeles Lakers,126
2022-12-17,Washington Wizards,93,Los Angeles Clippers,102
2022-12-17,Miami Heat,111,San Antonio Spurs,101
2022-12-17,Dallas Mavericks,99,Cleveland Cavaliers,100
2022-12-17,Portland Trail Blazers,107,Houston Rockets,95
2022-12-17,Utah Jazz,97,Milwaukee Bucks,123
2022-12-17,Memphis Grizzlies,109,Oklahoma City Thunder,115
2022-12-17,New Orleans Pelicans,114,Phoenix Suns,118
2022-12-18,Orlando Magic,95,Boston Celtics,92
2022-12-18,New York Knicks,109,Indiana Pacers,106
2022-12-18,Brooklyn Nets,124,Detroit Pistons,121
2022-12-18,Golden State Warriors,126,Toronto Raptors,110
2022-12-18,Chicago Bulls,126,Minnesota Timberwolves,150
2022-12-18,Charlotte Hornets,115,Denver Nuggets,119
2022-12-18,Washington Wizards,117,Los Angeles Lakers,119
2022-12-19,Utah Jazz,99,Cleveland Cavaliers,122
2022-12-19,Toronto Raptors,101,Philadelphia 76ers,104
2022-12-19,Orlando Magic,125,Atlanta Hawks,126
2022-12-19,San Antonio Spurs,124,Houston Rockets,105
2022-12-19,Dallas Mavericks,106,Minnesota Timberwolves,116
2022-12-19,Milwaukee Bucks,128,New Orleans Pelicans,119
2022-12-19,Portland Trail Blazers,121,Oklahoma City Thunder,123
2022-12-19,Los Angeles Lakers,104,Phoenix Suns,130
2022-12-19,Charlotte Hornets,125,Sacramento Kings,119
2022-12-20,Utah Jazz,126,Detroit Pistons,111
